Block	chr1	start1	end1	strand1	chr2	start2	end2	strand2
919	A8	80053303	80798647	+	chr2	209705857	210451201	+
920	A8	80798647	81182356	+	chr2	210451201	210834910	+
921	A8	81182356	81564526	+	chr2	210834910	211217080	+
922	A8	81564526	83461569	+	chr2	211217080	213114123	+
923	A8	83461569	86850748	+	chr2	213114123	216503302	+
1568	A8	86850748	87660232	+	chr21	43703479	44512963	+
1569	A8	87660232	88046452	+	chr21	44685430	45071650	+
942	A8	88046452	89929128	+	chr2	238900217	240782893	-
941	A8	89929128	90393143	+	chr2	238436202	238900217	-
937	A8	90393143	91489404	+	chr2	235844160	236940421	+
938	A8	91489404	92250954	+	chr2	236940421	237701971	+
939	A8	92250954	92654816	+	chr2	237701971	238105833	+
940	A8	92654816	92965862	+	chr2	238105833	238416879	+
1268	A9	1	737812	+	chr1	161395005	162132816	-
1274	A9	737812	1420757	+	chr1	171324252	172007197	-
1273	A9	1420757	1730745	+	chr1	170804804	171114792	-
1272	A9	1730745	2879999	+	chr1	169178845	170328099	-
1269	A9	2879999	5589898	+	chr1	162178035	164887934	-
1275	A9	5589898	6764271	+	chr1	173100360	174274733	+
1276	A9	6764271	7411359	+	chr1	174274796	174921884	+
1277	A9	7411359	10879831	+	chr1	174921884	178390356	+
1278	A9	10879831	11430205	+	chr1	178390735	178941109	+
1279	A9	11430205	12378475	+	chr1	179307876	180256146	+
1280	A9	12378475	13526017	+	chr1	180256146	181403688	+
1281	A9	13526017	14050921	+	chr1	181403688	181928592	+
1282	A9	14050921	14783529	+	chr1	182559263	183291871	+
1283	A9	14783529	15576304	+	chr1	183291871	184084646	+
1284	A9	15576304	15958375	+	chr1	184085830	184467901	+
1285	A9	15958375	17270393	+	chr1	184467901	185779919	+
1286	A9	17270393	17838660	+	chr1	185779919	186348186	+
1287	A9	17838660	18139816	+	chr1	186917066	187218222	+
1288	A9	18139816	18532873	+	chr1	187793182	188186239	+
1289	A9	18532873	18889713	+	chr1	189444440	189801280	+
1290	A9	18889713	19560116	+	chr1	192435372	193105775	+
1291	A9	19560116	21721057	+	chr1	196469104	198630045	+
1292	A9	21721057	23213722	+	chr1	198631239	200123904	+
1250	A9	23213722	23820751	+	chr1	108508717	109115746	-
1249	A9	23820751	26100112	+	chr1	105974870	108254231	-
1248	A9	26100112	27180649	+	chr1	104894333	105974870	-
1247	A9	27180649	28318811	+	chr1	103756171	104894333	-
1246	A9	28318811	29874632	+	chr1	101933219	103489040	-
1245	A9	29874632	30617204	+	chr1	101190647	101933219	-
1244	A9	30617204	31153125	+	chr1	100654726	101190647	-
1243	A9	31153125	31545247	+	chr1	99778074	100170196	-
1242	A9	31545247	31914569	+	chr1	99408752	99778074	-
1241	A9	31914569	34096036	+	chr1	97076414	99257881	-
1240	A9	34096036	36472608	+	chr1	94671382	97047954	-
1239	A9	36472608	37182515	+	chr1	93951464	94661371	-
1238	A9	37182515	37515844	+	chr1	93618135	93951464	-
1237	A9	37515844	37972968	+	chr1	93161011	93618135	-
1236	A9	37972968	38908799	+	chr1	91965147	92900978	-
1235	A9	38908799	41199795	+	chr1	89668240	91959236	-
1234	A9	41199795	41564294	+	chr1	89303741	89668240	-
1233	A9	41564294	44656230	+	chr1	86030343	89122279	-
1232	A9	44656230	45702066	+	chr1	84984507	86030343	-
1231	A9	45702066	47254385	+	chr1	83307455	84859774	-
1230	A9	47254385	47823818	+	chr1	82738022	83307455	-
1229	A9	47823818	49583449	+	chr1	80978391	82738022	-
1228	A9	49583449	52108119	+	chr1	78453721	80978391	-
1227	A9	52108119	54673966	+	chr1	75887874	78453721	-
1226	A9	54673966	59958106	+	chr1	70603734	75887874	-
1225	A9	59958106	61584989	+	chr1	68976851	70603734	-
1224	A9	61584989	62697653	+	chr1	67864187	68976851	-
1223	A9	62697653	67120475	+	chr1	62610001	67032823	-
1222	A9	67120475	69878813	+	chr1	59851663	62610001	-
1221	A9	69878813	71251644	+	chr1	58478832	59851663	-
1220	A9	71251644	74565190	+	chr1	55165286	58478832	-
1219	A9	74565190	76538085	+	chr1	53192391	55165286	-
1218	A9	76538085	77200889	+	chr1	52529587	53192391	-
1217	A9	77200889	81662542	+	chr1	48067934	52529587	-
1216	A9	81662542	82622843	+	chr1	47039616	47999917	-
1215	A9	82622843	82934074	+	chr1	46325201	46636432	-
1214	A9	82934074	83308965	+	chr1	45659471	46034362	-
1213	A9	83308965	84332661	+	chr1	44634704	45658400	-
1212	A9	84332661	84983746	+	chr1	43983619	44634704	-
1211	A9	84983746	85588457	+	chr1	43378908	43983619	-
28	A10	1	346867	+	chr14	58843116	59189982	+
29	A10	346867	699769	+	chr14	59189982	59542884	+
30	A10	699769	1811275	+	chr14	60637823	61749329	+
31	A10	1811275	3618329	+	chr14	61986146	63793200	+
32	A10	3618329	4028131	+	chr14	64027795	64437597	+
33	A10	4028131	4808075	+	chr14	64776363	65556307	+
34	A10	4808075	5450222	+	chr14	65556307	66198454	+
35	A10	5450222	6045908	+	chr14	66199432	66795118	+
36	A10	6045908	6973726	+	chr14	66795118	67722936	+
37	A10	6973726	7346603	+	chr14	67722936	68095813	+
581	A10	7346603	7973472	+	chr15	40407823	41034692	-
580	A10	7973472	8597238	+	chr15	39784057	40407823	-
579	A10	8597238	9767769	+	chr15	38613526	39784057	-
578	A10	9767769	10430960	+	chr15	37950335	38613526	-
577	A10	10430960	11312593	+	chr15	37068702	37950335	-
576	A10	11312593	11858619	+	chr15	36522676	37068702	-
574	A10	11858619	13028496	+	chr15	31012915	32182792	-
573	A10	13028496	13571890	+	chr15	30469521	31012915	-
575	A10	13571890	17653989	+	chr15	32387832	36469931	-
4	A10	17653989	27479999	+	chr14	18883307	28709317	+
5	A10	27479999	27898002	+	chr14	28709317	29127320	+
6	A10	27898002	28395781	+	chr14	29127320	29625099	+
7	A10	28395781	29531046	+	chr14	29625099	30760364	+
8	A10	29531046	31580583	+	chr14	30760364	32809901	+
9	A10	31580583	32746197	+	chr14	33310322	34475936	+
38	A10	32746197	33314129	+	chr14	68095813	68663745	+
39	A10	33314129	33939716	+	chr14	68663745	69289332	+
40	A10	33939716	36621290	+	chr14	69310542	71992116	+
41	A10	36621290	40399338	+	chr14	71992116	75770164	+
42	A10	40399338	41680838	+	chr14	75770164	77051664	+
43	A10	41680838	42899249	+	chr14	77068590	78287001	+
44	A10	42899249	45192408	+	chr14	78313299	80606458	+
45	A10	45192408	46902538	+	chr14	80606458	82316588	+
46	A10	46902538	49978796	+	chr14	82316588	85392846	+
47	A10	49978796	50459631	+	chr14	85392846	85873681	+
48	A10	50459631	50856907	+	chr14	86163293	86560569	+
49	A10	50856907	52192747	+	chr14	87007973	88343813	+
50	A10	52192747	52509585	+	chr14	88574973	88891811	+
51	A10	52509585	54129127	+	chr14	88891811	90511353	+
52	A10	54129127	54520295	+	chr14	90511353	90902521	+
53	A10	54520295	55998021	+	chr14	90946992	92424718	+
54	A10	55998021	57541991	+	chr14	92450714	93994684	+
55	A10	57541991	58419476	+	chr14	93994684	94872169	+
56	A10	58419476	59305985	+	chr14	95655934	96542443	+
57	A10	59305985	59793823	+	chr14	96840665	97328503	+
58	A10	59793823	60769534	+	chr14	97593887	98569598	+
27	A10	60769534	61107127	+	chr14	58505523	58843116	-
26	A10	61107127	62922516	+	chr14	56690134	58505523	-
25	A10	62922516	63443650	+	chr14	55962119	56483253	-
24	A10	63443650	65296336	+	chr14	54109433	55962119	-
23	A10	65296336	65720264	+	chr14	53685505	54109433	-
22	A10	65720264	66075738	+	chr14	53330031	53685505	-
21	A10	66075738	67017529	+	chr14	52388240	53330031	-
20	A10	67017529	67378274	+	chr14	50920809	51281554	-
19	A10	67378274	68626790	+	chr14	49657467	50905983	-
18	A10	68626790	69069716	+	chr14	48580961	49023887	-
17	A10	69069716	70206988	+	chr14	47443689	48580961	-
16	A10	70206988	70610115	+	chr14	47040562	47443689	-
15	A10	70610115	70911027	+	chr14	46602439	46903351	-
14	A10	70911027	71309122	+	chr14	46001853	46399948	-
13	A10	71309122	71987169	+	chr14	44902759	45580806	-
12	A10	71987169	72793587	+	chr14	44096341	44902759	-
11	A10	72793587	74327416	+	chr14	42562512	44096341	-
10	A10	74327416	74786488	+	chr14	39049420	39508492	-
936	A11	1	711355	+	chr2	233251916	233963270	+
767	A11	711355	1115870	+	chr3	186287088	186691603	+
729	A11	1115870	1655821	+	chr3	141601415	142141366	+
730	A11	1655821	2695189	+	chr3	142515151	143554519	+
928	A11	2695189	3747258	+	chr2	220235458	221287527	+
929	A11	3747258	5722567	+	chr2	221287527	223262836	+
930	A11	5722567	7667259	+	chr2	223262836	225207528	+
931	A11	7667259	10535258	+	chr2	225236107	228104106	+
932	A11	10535258	11203370	+	chr2	228104106	228772218	+
933	A11	11203370	13466072	+	chr2	228772218	231034920	+
731	A11	13466072	13837341	+	chr3	145188450	145559719	+
732	A11	13837341	15040537	+	chr3	145834054	147037250	+
733	A11	15040537	15846706	+	chr3	147037250	147843419	+
734	A11	15846706	17238404	+	chr3	148636319	150028017	+
735	A11	17238404	18125771	+	chr3	150033348	150920715	+
736	A11	18125771	18482270	+	chr3	150922576	151279075	+
737	A11	18482270	18883769	+	chr3	151279075	151680574	+
738	A11	18883769	19185812	+	chr3	152262444	152564487	+
739	A11	19185812	19795605	+	chr3	152735180	153344973	+
740	A11	19795605	20674774	+	chr3	153344973	154224142	+
741	A11	20674774	22492922	+	chr3	154595991	156414139	+
742	A11	22492922	23609973	+	chr3	156414139	157531190	+
743	A11	23609973	24023242	+	chr3	157531190	157944459	+
744	A11	24023242	24757316	+	chr3	158082126	158816200	+
745	A11	24757316	25697003	+	chr3	158958667	159898354	+
746	A11	25697003	27396218	+	chr3	159898354	161597569	+
747	A11	27396218	28601311	+	chr3	161597569	162802662	+
748	A11	28601311	29271043	+	chr3	162802662	163472394	+
749	A11	29271043	30551026	+	chr3	163896942	165176925	+
750	A11	30551026	31352058	+	chr3	166094105	166895137	+
751	A11	31352058	33993314	+	chr3	166895137	169536393	+
752	A11	33993314	35362624	+	chr3	169536393	170905703	+
753	A11	35362624	36466373	+	chr3	171517063	172620812	+
754	A11	36466373	37018980	+	chr3	172623037	173175644	+
755	A11	37018980	37477274	+	chr3	173175644	173633938	+
756	A11	37477274	38034709	+	chr3	173633938	174191373	+
757	A11	38034709	39400134	+	chr3	174191373	175556798	+
758	A11	39400134	39992754	+	chr3	175557166	176149786	+
759	A11	39992754	43119593	+	chr3	176149786	179276625	+
760	A11	43119593	45042808	+	chr3	179276625	181199840	+
761	A11	45042808	45726970	+	chr3	181297094	181981256	+
762	A11	45726970	46030959	+	chr3	182148538	182452527	+
763	A11	46030959	46631830	+	chr3	182453366	183054237	+
764	A11	46631830	47150175	+	chr3	183054237	183572582	+
765	A11	47150175	48987023	+	chr3	183578514	185415362	+
766	A11	48987023	49488375	+	chr3	185416593	185917945	+
935	A11	49488375	50230750	+	chr2	232350875	233093250	-
934	A11	50230750	51298340	+	chr2	231034920	232102510	-
769	A11	51298340	53520010	+	chr3	189647477	191869147	+
770	A11	53520010	55139877	+	chr3	191869147	193489014	+
771	A11	55139877	57447881	+	chr3	193489014	195797018	+
772	A11	57447881	58517754	+	chr3	195797018	196866891	+
773	A11	58517754	59226882	+	chr3	196866891	197576019	+
775	A11	59226882	59994012	+	chr3	199578687	200345817	-
726	A11	59994012	60427585	+	chr3	138073530	138507103	-
725	A11	60427585	61213197	+	chr3	137287918	138073530	-
724	A11	61213197	61569854	+	chr3	136813517	137170174	-
723	A11	61569854	61907551	+	chr3	136475820	136813517	-
774	A11	61907551	62235146	+	chr3	199251092	199578687	-
944	A11	62235146	63208525	+	chr2	241602604	242575983	-
943	A11	63208525	63598716	+	chr2	241212413	241602604	-
1567	A11	63598716	64110392	+	chr21	42701041	43212717	+
768	A11	64110392	65128445	+	chr3	187404307	188422360	-
727	A11	65128445	65842703	+	chr3	138694194	139408452	+
728	A11	65842703	66960921	+	chr3	139689326	140807544	+
366	A12	1	2730587	+	chr10	98293781	101024367	-
365	A12	2730587	3335957	+	chr10	97688411	98293781	-
369	A12	3335957	4572127	+	chr10	101802547	103038717	-
370	A12	4572127	6697971	+	chr10	103310658	105436502	+
371	A12	6697971	10158339	+	chr10	105436502	108896870	+
372	A12	10158339	11790566	+	chr10	110725453	112357680	+
373	A12	11790566	19403291	+	chr10	112745641	120358366	+
374	A12	19403291	19826419	+	chr10	120358366	120781494	+
375	A12	19826419	20160432	+	chr10	120781494	121115507	+
376	A12	20160432	21712328	+	chr10	121616685	123168581	+
377	A12	21712328	23781822	+	chr10	123168581	125238075	+
378	A12	23781822	29810956	+	chr10	125238075	131267209	+
379	A12	29810956	30748104	+	chr10	131793349	132730497	+
380	A12	30748104	31300705	+	chr10	133404322	133956923	+
381	A12	31300705	31632681	+	chr10	133956923	134288899	+
363	A12	31632681	32113021	+	chr10	96750395	97230735	-
361	A12	32113021	33376161	+	chr10	92804337	94067477	+
362	A12	33376161	34625549	+	chr10	94067477	95316865	+
360	A12	34625549	36470291	+	chr10	90753336	92598078	-
359	A12	36470291	36889717	+	chr10	90255965	90675391	-
358	A12	36889717	37586197	+	chr10	88889148	89585628	-
357	A12	37586197	38161575	+	chr10	88313770	88889148	-
335	A12	38161575	39061456	+	chr10	51589839	52489720	+
336	A12	39061456	39458488	+	chr10	53244810	53641842	+
337	A12	39458488	40778770	+	chr10	54466587	55786869	+
347	A12	40778770	41177786	+	chr10	73576587	73975603	-
346	A12	41177786	41849682	+	chr10	72904691	73576587	-
344	A12	41849682	42516771	+	chr10	71000972	71668061	+
345	A12	42516771	43383254	+	chr10	71951183	72817666	+
343	A12	43383254	43692323	+	chr10	70691903	71000972	-
342	A12	43692323	45118907	+	chr10	69095851	70522435	-
341	A12	45118907	45427687	+	chr10	68787071	69095851	-
340	A12	45427687	46926303	+	chr10	63291807	64790423	-
339	A12	46926303	49895451	+	chr10	60322659	63291807	-
338	A12	49895451	50963036	+	chr10	59255074	60322659	-
356	A12	50963036	52103283	+	chr10	86084524	87224771	+
355	A12	52103283	52977531	+	chr10	84140438	85014686	-
354	A12	52977531	54427763	+	chr10	82690206	84140438	-
353	A12	54427763	55323079	+	chr10	81111100	82006416	-
333	A12	55323079	55766708	+	chr10	43728670	44172299	-
352	A12	55766708	56948156	+	chr10	79238640	80420088	-
351	A12	56948156	58620076	+	chr10	77566720	79238640	-
350	A12	58620076	60211546	+	chr10	75975250	77566720	-
349	A12	60211546	61354614	+	chr10	74832182	75975250	-
348	A12	61354614	62057033	+	chr10	74129763	74832182	-
364	A12	62057033	62514709	+	chr10	97230735	97688411	+
368	A12	62514709	62927661	+	chr10	101369602	101782554	-
367	A12	62927661	63248166	+	chr10	101049097	101369602	-
334	A12	63248166	64293846	+	chr10	49232716	50278396	+
875	A13	1	1111235	+	chr2	111063663	112174897	+
876	A13	1111235	1421769	+	chr2	112471368	112781902	+
831	A13	1421769	2028347	+	chr2	38798889	39405467	-
830	A13	2028347	2565964	+	chr2	38261272	38798889	-
397	A13	2565964	2868750	+	chr20	25161480	25464266	-
396	A13	2868750	3436120	+	chr20	22350115	22917485	-
395	A13	3436120	4905932	+	chr20	20880303	22350115	-
394	A13	4905932	5697254	+	chr20	20088981	20880303	-
393	A13	5697254	6640648	+	chr20	19130220	20073614	-
392	A13	6640648	7572300	+	chr20	17616677	18548329	-
384	A13	7572300	8239674	+	chr20	5412140	6079514	+
385	A13	8239674	9978103	+	chr20	6275122	8013551	+
386	A13	9978103	11468911	+	chr20	8365800	9856608	+
387	A13	11468911	13238995	+	chr20	9856608	11626692	+
388	A13	13238995	15473247	+	chr20	11626692	13860944	+
389	A13	15473247	15982172	+	chr20	14011705	14520630	+
390	A13	15982172	16834231	+	chr20	14638107	15490166	+
391	A13	16834231	18177384	+	chr20	15490166	16833319	+
850	A13	18177384	21601036	+	chr2	65056144	68479796	-
849	A13	21601036	24131814	+	chr2	62461950	64992728	-
848	A13	24131814	24565229	+	chr2	61159504	61592919	-
847	A13	24565229	24866046	+	chr2	60858687	61159504	-
846	A13	24866046	28725524	+	chr2	56998579	60858057	-
845	A13	28725524	30024639	+	chr2	55127804	56426919	-
844	A13	30024639	30461117	+	chr2	54691326	55127804	-
843	A13	30461117	31490930	+	chr2	53661513	54691326	-
842	A13	31490930	31853686	+	chr2	52730641	53093397	-
841	A13	31853686	33635762	+	chr2	49593477	51375553	-
840	A13	33635762	34596348	+	chr2	48632891	49593477	-
839	A13	34596348	35124694	+	chr2	48023990	48552336	-
838	A13	35124694	35501769	+	chr2	47646915	48023990	-
837	A13	35501769	35862309	+	chr2	47285418	47645958	-
836	A13	35862309	36499180	+	chr2	46648547	47285418	-
835	A13	36499180	37137941	+	chr2	46009786	46648547	-
834	A13	37137941	39792661	+	chr2	43164924	45819644	-
833	A13	39792661	40405695	+	chr2	42151307	42764341	-
832	A13	40405695	41178113	+	chr2	41320723	42093141	-
1800	A13	41178113	41507336	+	chr6	42379063	42708286	-
1799	A13	41507336	41864339	+	chr6	42022060	42379063	-
1301	A13	41864339	43366009	+	chr1	209063888	210565558	+
1302	A13	43366009	43911673	+	chr1	210907398	211453062	+
1303	A13	43911673	45431018	+	chr1	211895610	213414955	+
1304	A13	45431018	45787745	+	chr1	213414955	213771682	+
1305	A13	45787745	46124049	+	chr1	213773245	214109549	+
1306	A13	46124049	46784430	+	chr1	214111963	214772344	+
1307	A13	46784430	49578508	+	chr1	214779165	217573243	+
1308	A13	49578508	50720086	+	chr1	217576593	218718171	+
1309	A13	50720086	51102371	+	chr1	219945972	220328257	+
1310	A13	51102371	52182259	+	chr1	220331560	221411448	+
1311	A13	52182259	52485049	+	chr1	221988528	222291318	+
1312	A13	52485049	52787724	+	chr1	222565716	222868391	+
1313	A13	52787724	53104120	+	chr1	223802504	224118900	+
1314	A13	53104120	53433027	+	chr1	224655997	224984904	+
1315	A13	53433027	54077288	+	chr1	226010100	226654361	+
824	A13	54077288	54566739	+	chr2	30874907	31364358	-
823	A13	54566739	55059201	+	chr2	30229179	30721641	-
822	A13	55059201	55809930	+	chr2	29478450	30229179	-
821	A13	55809930	56321239	+	chr2	28849779	29361088	-
820	A13	56321239	57267933	+	chr2	27693804	28640498	-
1797	A13	57267933	58123118	+	chr6	39018997	39874182	-
1796	A13	58123118	59435359	+	chr6	37621865	38934106	-
1795	A13	59435359	59890072	+	chr6	37167152	37621865	-
1801	A13	59890072	60293489	+	chr6	43781662	44185079	-
819	A13	60293489	60660131	+	chr2	27327162	27693804	-
818	A13	60660131	61343964	+	chr2	25237582	25921415	+
1165	A14	1	547625	+	chrX	152901022	153448646	+
1152	A14	547625	1408634	+	chrX	127848236	128709245	+
1134	A14	1408634	1962864	+	chrX	105598057	106152287	+
1132	A14	1962864	2371934	+	chrX	99494631	99903701	-
1131	A14	2371934	2904272	+	chrX	98606578	99138916	-
1130	A14	2904272	3259665	+	chrX	97933804	98289197	-
1129	A14	3259665	3844158	+	chrX	97067538	97652031	-
1128	A14	3844158	4230516	+	chrX	96306298	96692656	-
1127	A14	4230516	5056035	+	chrX	95453590	96279109	-
1126	A14	5056035	5639328	+	chrX	94798261	95381554	-
1125	A14	5639328	6273214	+	chrX	94164375	94798261	-
1124	A14	6273214	7693093	+	chrX	91208238	92628117	-
1123	A14	7693093	9100907	+	chrX	89800424	91208238	-
1122	A14	9100907	9404379	+	chrX	87555177	87858649	-
1121	A14	9404379	12148486	+	chrX	83032439	85776546	-
1120	A14	12148486	12907944	+	chrX	78962992	79722450	-
1116	A14	12907944	13882303	+	chrX	67881768	68856127	-
1118	A14	13882303	15684131	+	chrX	72769090	74570918	+
1119	A14	15684131	17442740	+	chrX	74853288	76611897	+
1138	A14	17442740	20555273	+	chrX	109683312	112795845	-
1137	A14	20555273	21069967	+	chrX	109168618	109683312	-
1136	A14	21069967	22306476	+	chrX	107932109	109168618	-
1135	A14	22306476	23326358	+	chrX	106431577	107451459	-
1151	A14	23326358	23781912	+	chrX	127392682	127848236	-
1150	A14	23781912	24968235	+	chrX	126206359	127392682	-
1149	A14	24968235	26460306	+	chrX	124714288	126206359	-
1148	A14	26460306	27454491	+	chrX	123716986	124711171	-
1147	A14	27454491	28618503	+	chrX	122549683	123713695	-
1146	A14	28618503	30081254	+	chrX	121086932	122549683	-
1145	A14	30081254	31159304	+	chrX	120008882	121086932	-
1144	A14	31159304	31477164	+	chrX	119490556	119808416	-
1143	A14	31477164	32044324	+	chrX	118706391	119273551	-
1142	A14	32044324	32481719	+	chrX	117797871	118235266	-
1141	A14	32481719	32832902	+	chrX	117446688	117797871	-
1133	A14	32832902	33485658	+	chrX	103752497	104405253	+
1164	A14	33485658	34357682	+	chrX	148213792	149085816	-
1163	A14	34357682	35555392	+	chrX	146483014	147680724	-
1162	A14	35555392	37040295	+	chrX	143576409	145061312	-
1161	A14	37040295	38494524	+	chrX	142030872	143485101	-
1160	A14	38494524	38976112	+	chrX	141549284	142030872	-
1159	A14	38976112	39627133	+	chrX	138351926	139002947	-
1158	A14	39627133	40157390	+	chrX	137783302	138313559	-
1157	A14	40157390	41119221	+	chrX	136801512	137763343	-
1156	A14	41119221	43295109	+	chrX	134592907	136768795	-
1155	A14	43295109	44416815	+	chrX	133471201	134592907	-
1154	A14	44416815	46247532	+	chrX	131422825	133253542	-
1153	A14	46247532	47182296	+	chrX	130381794	131316558	-
1140	A14	47182296	47603298	+	chrX	116829356	117250358	-
1139	A14	47603298	48641049	+	chrX	115791605	116829356	-
1117	A14	48641049	49536407	+	chrX	69485456	70380814	+
595	A15	1	754516	+	chr15	61858437	62612952	+
600	A15	754516	1143730	+	chr15	69613089	70002303	+
601	A15	1143730	1548449	+	chr15	70256459	70661178	+
602	A15	1548449	2520964	+	chr15	70661178	71633693	+
603	A15	2520964	2822286	+	chr15	71929261	72230583	+
604	A15	2822286	3159418	+	chr15	72230583	72567715	+
605	A15	3159418	3549876	+	chr15	73239065	73629523	+
607	A15	3549876	3932755	+	chr15	75140592	75523471	-
606	A15	3932755	4391849	+	chr15	74343873	74802967	-
608	A15	4391849	4832146	+	chr15	76003210	76443507	-
594	A15	4832146	8551711	+	chr15	58138872	61858437	-
593	A15	8551711	9215702	+	chr15	57372414	58036405	-
592	A15	9215702	10480107	+	chr15	56108009	57372414	-
591	A15	10480107	13204679	+	chr15	53383437	56108009	-
590	A15	13204679	13876036	+	chr15	52712080	53383437	-
589	A15	13876036	14967983	+	chr15	50522249	51614196	-
588	A15	14967983	16022811	+	chr15	49467421	50522249	-
587	A15	16022811	16421163	+	chr15	48839419	49237771	+
585	A15	16421163	18564800	+	chr15	45786265	47929902	+
586	A15	18564800	19032797	+	chr15	48168430	48636427	-
612	A15	19032797	19402377	+	chr15	81514245	81883825	+
611	A15	19402377	20270524	+	chr15	79274774	80142921	-
610	A15	20270524	20631196	+	chr15	78829076	79189748	-
609	A15	20631196	21237044	+	chr15	78223228	78829076	-
616	A15	21237044	21932528	+	chr15	86788403	87483887	-
615	A15	21932528	23180877	+	chr15	84960710	86209059	-
614	A15	23180877	24197669	+	chr15	83943918	84960710	-
613	A15	24197669	24739545	+	chr15	82968893	83510769	-
619	A15	24739545	26423969	+	chr15	88796862	90481286	+
620	A15	26423969	27759271	+	chr15	90490047	91825349	+
621	A15	27759271	32124289	+	chr15	91825349	96190367	+
622	A15	32124289	34372099	+	chr15	96788640	99036450	+
596	A15	34372099	34760444	+	chr15	62844918	63233263	+
597	A15	34760444	38258749	+	chr15	63233263	66731568	+
598	A15	38258749	38760020	+	chr15	67707778	68209049	+
599	A15	38760020	39140546	+	chr15	68209872	68590398	+
584	A15	39140546	39821989	+	chr15	42111909	42793352	-
583	A15	39821989	40296708	+	chr15	41637190	42111909	-
617	A15	40296708	40841416	+	chr15	87505224	88049932	+
582	A15	40841416	41338865	+	chr15	41136168	41633617	-
618	A15	41338865	42012543	+	chr15	88049932	88723610	+
717	A16	1	336932	+	chr3	128832323	129169254	+
631	A16	336932	808779	+	chr3	14651997	15123844	+
721	A16	808779	1236232	+	chr3	132310441	132737894	-
626	A16	1236232	3041872	+	chr3	6154369	7960009	-
625	A16	3041872	3985178	+	chr3	4279879	5223185	-
624	A16	3985178	6016453	+	chr3	2213085	4244360	-
623	A16	6016453	8225835	+	chr3	3703	2213085	-
678	A16	8225835	9055987	+	chr3	74491564	75321716	-
677	A16	9055987	9664658	+	chr3	73882893	74491564	-
676	A16	9664658	10405122	+	chr3	73142429	73882893	-
675	A16	10405122	11697011	+	chr3	71850540	73142429	-
674	A16	11697011	13914001	+	chr3	69633550	71850540	-
673	A16	13914001	14432534	+	chr3	69010719	69529252	-
672	A16	14432534	16459620	+	chr3	66983633	69010719	-
671	A16	16459620	17213716	+	chr3	66229537	66983633	-
670	A16	17213716	18284328	+	chr3	65158925	66229537	-
669	A16	18284328	19039732	+	chr3	64403521	65158925	-
668	A16	19039732	19371716	+	chr3	64071537	64403521	-
667	A16	19371716	20297291	+	chr3	63103560	64029135	-
666	A16	20297291	22106719	+	chr3	61294132	63103560	-
665	A16	22106719	24272078	+	chr3	59128773	61294132	-
664	A16	24272078	24704491	+	chr3	58696360	59128773	-
663	A16	24704491	25057949	+	chr3	58342902	58696360	-
662	A16	25057949	25789927	+	chr3	57259455	57991433	-
661	A16	25789927	29029210	+	chr3	54020172	57259455	-
660	A16	29029210	29806231	+	chr3	53243151	54020172	-
1037	A16	29806231	30248523	+	chr9	105112825	105555117	+
1038	A16	30248523	30692975	+	chr9	105921477	106365929	+
630	A16	30692975	31011018	+	chr3	13590079	13908122	-
629	A16	31011018	31776970	+	chr3	11892367	12658319	-
628	A16	31776970	32525494	+	chr3	11143843	11892367	-
1036	A16	32525494	33130604	+	chr9	104365856	104970966	+
659	A16	33130604	33702195	+	chr3	52484523	53056114	-
658	A16	33702195	34358629	+	chr3	50774392	51430826	-
781	A16	34358629	34817867	+	chr19	13279047	13738285	-
780	A16	34817867	35145757	+	chr19	11093066	11420956	-
779	A16	35145757	35541745	+	chr19	6610861	7006849	+
718	A16	35541745	36089241	+	chr3	129491376	130038872	-
719	A16	36089241	36470267	+	chr3	130305006	130686032	+
720	A16	36470267	37205466	+	chr3	130753321	131488520	+
657	A16	37205466	37590027	+	chr3	48749909	49134470	+
627	A16	37590027	38157111	+	chr3	9383008	9950092	-
148	A17	1	2331835	+	chr5	157320989	159652823	-
147	A17	2331835	2884954	+	chr5	156767870	157320989	-
146	A17	2884954	3995588	+	chr5	155562582	156673216	-
145	A17	3995588	5692451	+	chr5	153783764	155480627	-
144	A17	5692451	6133379	+	chr5	152619465	153060393	-
143	A17	6133379	6937534	+	chr5	151815310	152619465	-
142	A17	6937534	7334183	+	chr5	150962328	151358977	-
141	A17	7334183	7635081	+	chr5	150661430	150962328	-
160	A17	7635081	7953702	+	chr5	180206143	180524764	-
161	A17	7953702	8406535	+	chr5	180693658	181146491	-
130	A17	8406535	10099427	+	chr5	135258488	136951380	-
129	A17	10099427	10892104	+	chr5	134465811	135258488	-
128	A17	10892104	11726498	+	chr5	133631417	134465811	-
126	A17	11726498	12829057	+	chr5	131600441	132703000	+
127	A17	12829057	13157309	+	chr5	132705369	133033621	+
135	A17	13157309	14799926	+	chr5	142555826	144198443	+
136	A17	14799926	16397484	+	chr5	144198443	145796001	+
137	A17	16397484	17566422	+	chr5	145796001	146964939	+
138	A17	17566422	18358985	+	chr5	146964939	147757502	+
139	A17	18358985	19124385	+	chr5	147757502	148522902	+
158	A17	19124385	19663722	+	chr5	174845646	175384983	-
157	A17	19663722	20665508	+	chr5	173843860	174845646	-
156	A17	20665508	21312354	+	chr5	173197014	173843860	-
140	A17	21312354	21749379	+	chr5	149362553	149799578	+
149	A17	21749379	22547607	+	chr5	160192614	160990842	+
150	A17	22547607	23240674	+	chr5	160990842	161683909	+
